data_id,item_id,language,form,item_kind,category,uni_lemma,lexical_category,date_of_test,age,comprehension,production,is_norming,child_id
1668,item_11,Hindi,Words and Sentences,starting_to_talk,clothing,chocolate,verb,2010-08-16,36,574,242,TRUE,12435
1669,item_15,Swedish,Short Form of Words and Sentences,starting_to_talk,outside,dog,verb,2010-12-10,43,790,312,FALSE,78032
1670,item_17,Portuguese,Words and Gestures,word_endings,clothing,fish (animal),other,2010-02-26,59,745,302,FALSE,69246
1671,item_3,Turkish,Short Form of Words and Sentences,phrases,question_words,dog,adjective,2010-05-12,31,297,521,FALSE,42222
1672,item_15,German,Words and Gestures,phrases,descriptive_words,bread,adjective,2010-01-10,21,798,160,FALSE,66199
1673,item_6,Turkish,Short Form of Words and Gestures,combine,question_words,frog,noun,2010-02-17,40,751,508,TRUE,36422
1674,item_5,Swedish,Short Form of Words and Gestures,gestures_games,vehicles,ice cream,noun,2010-12-10,58,656,151,FALSE,78052
1675,item_9,Arabic,Short Form of Words and Gestures,starting_to_talk,toys,blanket,other,2010-12-11,41,477,672,TRUE,61424
1676,item_1,Korean,Words and Gestures,gestures_first,body_parts,toothbrush,other,2010-09-03,41,758,393,FALSE,47371
1677,item_6,Turkish,Words and Gestures,word_forms_nouns,animals,blanket,other,2010-04-02,52,736,155,TRUE,90509
1678,item_1,Korean,Words and Gestures,first_signs,quantifiers,bottle,adjective,2010-09-01,28,754,200,FALSE,28488
1679,item_10,French,Words and Sentences,gestures_parent,furniture_rooms,baby,noun,2010-06-06,47,372,600,TRUE,51695
1680,item_14,Arabic,Words and Sentences,word,descriptive_words,hat,other,2010-12-03,29,741,538,TRUE,98106
1681,item_11,Spanish,Short Form of Words and Gestures,how_use_words,question_words,toothbrush,verb,2010-07-01,28,547,445,TRUE,94742
1682,item_3,Swedish,Words and Gestures,word_endings,helping_verbs,toothbrush,noun,2010-06-29,35,281,663,FALSE,17360
1683,item_9,Russian,Short Form of Words and Gestures,word_endings_nouns,vehicles,shoe,other,2010-10-11,45,482,676,FALSE,89103
1684,item_10,Portuguese,Short Form of Words and Gestures,starting_to_talk,places,chocolate,noun,2010-05-01,37,498,338,TRUE,97573
1685,item_3,Japanese,Words and Gestures,word_forms_nouns,time_words,mommy,other,2010-02-18,23,681,170,TRUE,77036
1686,item_9,Japanese,Words and Sentences,word_endings_verbs,outside,cat,verb,2010-01-26,52,427,381,TRUE,18842
1687,item_3,Hindi,Short Form of Words and Sentences,gestures_games,question_words,toothbrush,verb,2010-01-08,49,349,305,FALSE,20619
1688,item_17,Thai,Words and Gestures,word,pronouns,hat,adjective,2010-01-18,41,569,390,TRUE,79964
1689,item_3,Turkish,Short Form of Words and Gestures,gestures_games,descriptive_words,daddy,verb,2010-12-30,48,209,516,TRUE,12803
1690,item_1,Russian,Words and Gestures,how_use_words,vehicles,baby,other,2010-10-31,40,293,403,FALSE,35643
1691,item_10,Hindi,Short Form of Words and Gestures,how_use_words,pronouns,pants,other,2010-09-09,40,291,574,FALSE,51288
1692,item_12,French,Words and Gestures,gestures_adult,clothing,juice,verb,2010-05-04,45,486,655,FALSE,58624
1693,item_18,Swedish,Words and Gestures,first_signs,quantifiers,daddy,other,2010-02-04,23,333,238,FALSE,62525
1694,item_5,English (American),Words and Sentences,word_endings,connecting_words,spoon,noun,2010-03-23,54,368,151,TRUE,20420
1695,item_9,Japanese,Short Form of Words and Sentences,how_use_words,pronouns,blanket,other,2010-09-20,51,341,627,FALSE,34481
1696,item_8,Japanese,Short Form of Words and Sentences,first_signs,clothing,sandwich,adjective,2010-04-01,59,125,396,FALSE,51679
1697,item_14,Spanish,Short Form of Words and Sentences,word_forms_nouns,people,tissue,verb,2010-08-24,41,326,343,TRUE,38271
1698,item_6,Hindi,Words and Gestures,gestures_adult,descriptive_words,toothbrush,other,2010-02-23,48,104,201,TRUE,26795
1699,item_3,Spanish,Words and Gestures,word_endings_verbs,people,tissue,other,2010-01-02,46,792,486,TRUE,15087
1700,item_6,Korean,Short Form of Words and Gestures,word_endings,quantifiers,pizza,verb,2010-02-09,27,348,228,FALSE,85405
1701,item_14,Bengali,Words and Sentences,complexity,action_words,daddy,other,2010-01-10,31,129,465,FALSE,46163
1702,item_6,Hindi,Short Form of Words and Gestures,gestures_objects,body_parts,toothbrush,adjective,2010-06-12,28,252,291,TRUE,72084
1703,item_16,Russian,Short Form of Words and Sentences,word_forms_verbs,toys,elephant,other,2010-04-24,55,283,508,FALSE,47458
1704,item_10,Italian,Short Form of Words and Gestures,word_endings,food_drink,cat,adjective,2010-10-22,35,309,148,TRUE,96986
1705,item_7,Bengali,Words and Gestures,combine,question_words,dog,verb,2010-01-09,20,592,553,FALSE,81115
1706,item_13,French,Short Form of Words and Gestures,gestures_first,helping_verbs,spoon,noun,2010-01-14,57,101,609,FALSE,29729
1707,item_2,German,Words and Gestures,combine,question_words,daddy,other,2010-10-24,40,710,119,TRUE,77016
1708,item_20,Korean,Words and Gestures,how_use_words,pronouns,ice cream,verb,2010-04-16,47,150,421,TRUE,57907
1709,item_2,French,Short Form of Words and Sentences,combine,food_drink,fish (animal),verb,2010-04-28,45,504,641,TRUE,84820
1710,item_3,Dutch,Words and Sentences,starting_to_talk,locations,chocolate,other,2010-05-25,50,711,236,FALSE,40751
1711,item_4,Korean,Words and Gestures,gestures_objects,quantifiers,spoon,other,2010-05-03,56,567,288,TRUE,31360
1712,item_16,Russian,Words and Gestures,word_endings_nouns,sounds,crocodile,other,2010-03-11,52,383,123,FALSE,18305
1713,item_20,Dutch,Short Form of Words and Sentences,word_forms_verbs,body_parts,cheese,other,2010-03-06,51,382,174,FALSE,65450
1714,item_16,Hindi,Short Form of Words and Sentences,gestures_adult,food_drink,baby,verb,2010-05-18,53,747,179,TRUE,98937
1715,item_12,Turkish,Short Form of Words and Sentences,combine,sounds,fish (animal),other,2010-11-13,60,357,306,TRUE,80715
1716,item_6,Turkish,Words and Gestures,combine,places,toothbrush,other,2010-09-30,44,154,247,TRUE,74788
1717,item_2,German,Words and Sentences,how_use_words,food_drink,pizza,other,2010-07-27,33,248,452,FALSE,41720
1718,item_18,Japanese,Short Form of Words and Sentences,complexity,people,giraffe,verb,2010-09-01,31,620,423,FALSE,87179
1719,item_13,Chinese,Words and Gestures,word_forms_nouns,people,cheese,adjective,2010-07-07,20,261,458,TRUE,17071
1720,item_4,Bengali,Short Form of Words and Sentences,gestures_adult,sounds,bee,adjective,2010-02-06,31,609,255,TRUE,48360
1721,item_13,Chinese,Short Form of Words and Gestures,word_endings_verbs,outside,frog,other,2010-08-10,37,395,403,FALSE,76507
1722,item_17,Japanese,Words and Gestures,how_use_words,outside,ice cream,adjective,2010-09-18,55,230,372,FALSE,25760
1723,item_2,English (American),Words and Sentences,gestures_objects,food_drink,fish (animal),noun,2010-01-11,26,498,624,FALSE,21778
1724,item_6,Italian,Words and Sentences,first_signs,descriptive_words,baby,verb,2010-11-26,57,174,380,FALSE,18164
1725,item_12,Swedish,Short Form of Words and Gestures,word_endings_verbs,vehicles,daddy,adjective,2010-04-30,24,749,427,FALSE,46319
1726,item_9,Turkish,Short Form of Words and Sentences,gestures_first,sounds,toothbrush,other,2010-08-17,21,353,131,FALSE,78414
1727,item_12,Japanese,Short Form of Words and Sentences,word_forms_verbs,quantifiers,daddy,verb,2010-02-06,19,399,227,TRUE,18425
1728,item_11,Italian,Short Form of Words and Sentences,starting_to_talk,body_parts,ice cream,other,2010-02-02,57,521,331,FALSE,14879
1729,item_9,German,Words and Sentences,word_endings_nouns,animals,cat,noun,2010-01-08,57,788,638,FALSE,51717
1730,item_1,Arabic,Short Form of Words and Sentences,word_endings,body_parts,cat,other,2010-09-14,41,596,289,FALSE,93638
1731,item_1,Spanish,Short Form of Words and Sentences,how_use_words,connecting_words,spoon,other,2010-04-29,31,595,159,TRUE,24862
1732,item_5,French,Words and Sentences,word_forms_verbs,time_words,bread,adjective,2010-11-13,43,616,609,FALSE,10498
1733,item_5,Turkish,Short Form of Words and Gestures,word_endings_verbs,descriptive_words,elephant,other,2010-12-31,30,243,292,TRUE,39483
1734,item_8,Chinese,Words and Sentences,word_endings_nouns,food_drink,mommy,noun,2010-10-10,53,129,655,TRUE,18278
1735,item_12,Dutch,Short Form of Words and Sentences,gestures_objects,connecting_words,hat,other,2010-08-16,38,737,695,TRUE,98331
1736,item_19,Italian,Words and Gestures,gestures_objects,connecting_words,cat,noun,2010-12-25,50,626,452,TRUE,77239
1737,item_19,Vietnamese,Short Form of Words and Sentences,gestures_games,outside,toothbrush,adjective,2010-02-05,37,243,416,TRUE,37791
1738,item_20,Italian,Short Form of Words and Sentences,gestures_games,food_drink,dog,other,2010-05-15,34,723,357,FALSE,98025
1739,item_2,Chinese,Short Form of Words and Gestures,gestures_objects,household,hat,other,2010-10-12,47,366,572,FALSE,26453
1740,item_6,Dutch,Short Form of Words and Sentences,word_endings_nouns,clothing,chocolate,noun,2010-05-22,24,618,418,TRUE,34404
1741,item_10,Russian,Words and Gestures,word_endings_nouns,question_words,tissue,noun,2010-05-12,29,170,599,TRUE,44604
1742,item_18,Chinese,Words and Sentences,word_forms_nouns,vehicles,cheese,verb,2010-11-23,18,682,191,TRUE,77867
1743,item_14,Spanish,Words and Sentences,combine,time_words,chocolate,other,2010-05-13,19,179,666,FALSE,53057
1744,item_19,English (American),Short Form of Words and Gestures,word_forms_verbs,clothing,sandwich,other,2010-08-25,59,525,473,TRUE,97233
1745,item_9,Turkish,Words and Gestures,gestures_objects,household,cat,other,2010-04-12,33,656,340,TRUE,64423
1746,item_9,Thai,Short Form of Words and Gestures,gestures_adult,connecting_words,pants,noun,2010-07-20,25,401,122,TRUE,32015
1747,item_18,Hindi,Short Form of Words and Sentences,phrases,sounds,frog,noun,2010-08-02,58,331,263,TRUE,95384
1748,item_8,German,Words and Sentences,first_signs,locations,toothbrush,adjective,2010-12-15,50,116,572,FALSE,53845
1749,item_8,French,Short Form of Words and Gestures,word_endings_nouns,quantifiers,carrot,other,2010-02-27,50,410,607,TRUE,37685
1750,item_19,Portuguese,Words and Sentences,gestures_adult,pronouns,knife,other,2010-07-08,58,368,316,FALSE,63157
1751,item_11,German,Short Form of Words and Gestures,gestures_first,descriptive_words,elephant,verb,2010-07-09,35,699,116,FALSE,79069
1752,item_2,Portuguese,Short Form of Words and Sentences,word_endings,locations,frog,adjective,2010-06-29,47,264,139,TRUE,40311
1753,item_7,Portuguese,Short Form of Words and Sentences,word_endings_nouns,toys,banana,verb,2010-01-08,47,356,651,TRUE,93953
1754,item_14,Swedish,Words and Sentences,word_endings_nouns,vehicles,hat,noun,2010-02-04,42,761,689,TRUE,44292
1755,item_17,Dutch,Words and Gestures,word_forms_verbs,pronouns,giraffe,other,2010-06-18,30,205,163,TRUE,71555
1756,item_3,Dutch,Words and Gestures,gestures_objects,sounds,frog,noun,2010-06-09,18,662,610,FALSE,58977
1757,item_16,Thai,Words and Gestures,first_signs,places,blanket,noun,2010-03-25,52,428,308,FALSE,63245
1758,item_14,French,Short Form of Words and Sentences,how_use_words,question_words,carrot,verb,2010-12-15,47,346,555,FALSE,23254
1759,item_8,Arabic,Short Form of Words and Sentences,complexity,food_drink,frog,adjective,2010-12-28,41,480,452,FALSE,32201
1760,item_11,Swedish,Short Form of Words and Sentences,first_signs,quantifiers,daddy,verb,2010-04-10,27,100,333,TRUE,95518
1761,item_4,Portuguese,Words and Sentences,word_endings_verbs,vehicles,apple,verb,2010-07-03,20,482,133,TRUE,93583
1762,item_12,Bengali,Short Form of Words and Gestures,first_signs,outside,cheese,adjective,2010-10-22,54,659,350,FALSE,23209
1763,item_8,French,Short Form of Words and Sentences,gestures_objects,descriptive_words,shoe,adjective,2010-10-19,45,241,622,TRUE,78076
1764,item_19,Japanese,Short Form of Words and Sentences,word_forms_nouns,quantifiers,bee,other,2010-07-14,30,590,119,FALSE,74998
1765,item_6,Russian,Short Form of Words and Gestures,gestures_adult,locations,spoon,noun,2010-04-03,31,441,350,TRUE,16535
1766,item_19,Swedish,Short Form of Words and Sentences,word_forms_nouns,body_parts,hat,noun,2010-10-04,24,373,572,TRUE,28632
1767,item_18,Japanese,Short Form of Words and Sentences,starting_to_talk,places,frog,other,2010-08-23,51,111,189,FALSE,60862
1768,item_2,Portuguese,Words and Gestures,gestures_parent,games_routines,toothbrush,other,2010-10-25,48,370,588,TRUE,66022
1769,item_6,Japanese,Short Form of Words and Gestures,word_endings_nouns,connecting_words,giraffe,adjective,2010-12-03,42,188,219,FALSE,46384
1770,item_18,Portuguese,Short Form of Words and Sentences,gestures_adult,clothing,dog,other,2010-09-06,22,559,346,TRUE,56236
1771,item_16,Dutch,Words and Gestures,how_use_words,outside,elephant,verb,2010-11-04,35,121,189,FALSE,28871
1772,item_5,Swedish,Short Form of Words and Gestures,how_use_words,body_parts,chocolate,verb,2010-05-13,41,250,529,FALSE,97573
1773,item_4,Spanish,Words and Sentences,phrases,question_words,giraffe,other,2010-06-19,50,280,212,FALSE,18155
1774,item_13,French,Words and Sentences,word_forms_nouns,quantifiers,crocodile,noun,2010-03-08,32,748,645,TRUE,27066
1775,item_13,German,Words and Sentences,word_endings_nouns,sounds,frog,verb,2010-02-24,52,210,440,TRUE,80186
1776,item_18,Arabic,Words and Sentences,how_use_words,descriptive_words,spoon,noun,2010-03-24,29,214,647,FALSE,90620
1777,item_16,English (American),Short Form of Words and Sentences,gestures_adult,action_words,pizza,adjective,2010-05-31,53,628,166,FALSE,26888
1778,item_16,Hindi,Words and Sentences,word,food_drink,sandwich,other,2010-07-01,37,136,137,FALSE,89275
1779,item_13,Chinese,Short Form of Words and Sentences,phrases,sounds,daddy,adjective,2010-08-20,45,714,530,FALSE,37683
1780,item_10,English (American),Short Form of Words and Sentences,word_forms_nouns,connecting_words,blanket,adjective,2010-05-20,46,566,117,TRUE,41210
1781,item_8,French,Short Form of Words and Sentences,word_endings_nouns,clothing,shoe,other,2010-01-11,37,549,619,FALSE,45181
1782,item_2,German,Short Form of Words and Sentences,gestures_parent,toys,giraffe,adjective,2010-02-02,34,280,636,FALSE,25107
1783,item_15,French,Words and Sentences,word,question_words,juice,other,2010-03-15,57,536,368,TRUE,31810
1784,item_10,French,Words and Sentences,gestures_parent,outside,giraffe,noun,2010-11-08,39,619,600,TRUE,72683
1785,item_7,Portuguese,Short Form of Words and Gestures,gestures_first,time_words,apple,noun,2010-11-20,57,682,277,TRUE,27006
1786,item_2,Swedish,Short Form of Words and Gestures,complexity,animals,daddy,other,2010-08-24,60,393,679,TRUE,92879
1787,item_9,Swedish,Words and Gestures,word_endings_verbs,locations,bee,adjective,2010-08-16,59,235,687,TRUE,96205
1788,item_2,Korean,Words and Sentences,word_endings_nouns,places,ice cream,noun,2010-12-10,58,402,466,FALSE,11487
1789,item_1,Chinese,Words and Sentences,gestures_objects,clothing,blanket,adjective,2010-02-12,50,520,143,TRUE,97021
1790,item_9,Dutch,Words and Sentences,gestures_games,descriptive_words,cat,other,2010-01-08,41,674,166,FALSE,55211
1791,item_5,Thai,Words and Gestures,starting_to_talk,sounds,mommy,verb,2010-07-07,44,719,159,FALSE,60153
1792,item_3,Dutch,Short Form of Words and Sentences,complexity,descriptive_words,pants,noun,2010-04-24,39,281,348,TRUE,90196
1793,item_6,Bengali,Words and Gestures,gestures_adult,quantifiers,toothbrush,other,2010-07-23,56,666,352,TRUE,89345
1794,item_12,Hindi,Short Form of Words and Gestures,word_endings_verbs,action_words,knife,other,2010-04-17,53,739,123,TRUE,66635
1795,item_14,Hindi,Short Form of Words and Gestures,word_endings,clothing,blanket,adjective,2010-11-01,33,215,538,FALSE,68429
1796,item_5,Turkish,Short Form of Words and Sentences,complexity,quantifiers,apple,adjective,2010-11-11,41,236,384,FALSE,82220
1797,item_9,Russian,Words and Gestures,phrases,animals,mommy,adjective,2010-03-08,58,490,204,FALSE,85319
1798,item_15,French,Short Form of Words and Sentences,gestures_objects,outside,apple,verb,2010-01-10,20,796,104,FALSE,22592
1799,item_10,French,Words and Gestures,word_endings_nouns,household,chocolate,adjective,2010-01-20,32,439,385,FALSE,82980
1800,item_19,French,Words and Sentences,gestures_games,people,daddy,other,2010-11-10,33,653,308,FALSE,77035
1801,item_18,Chinese,Words and Gestures,word_forms_nouns,body_parts,juice,other,2010-11-06,32,211,487,FALSE,74497
1802,item_1,Thai,Short Form of Words and Gestures,word_endings_verbs,toys,frog,verb,2010-08-24,58,140,613,TRUE,65370
1803,item_12,Vietnamese,Short Form of Words and Gestures,word_endings_nouns,time_words,apple,other,2010-07-05,55,671,485,TRUE,26017
1804,item_2,Portuguese,Words and Gestures,word_endings_verbs,games_routines,banana,adjective,2010-05-27,50,322,625,TRUE,44818
1805,item_15,Thai,Short Form of Words and Gestures,word_endings,time_words,giraffe,other,2010-06-11,18,289,537,TRUE,23358
1806,item_15,German,Short Form of Words and Gestures,first_signs,furniture_rooms,banana,verb,2010-12-21,26,305,292,FALSE,90227
1807,item_11,Portuguese,Short Form of Words and Gestures,word_forms_verbs,food_drink,bottle,other,2010-07-14,46,692,264,FALSE,79998
1808,item_15,Vietnamese,Short Form of Words and Sentences,starting_to_talk,outside,sandwich,other,2010-09-15,40,715,380,FALSE,17790
1809,item_8,Thai,Words and Gestures,word_forms_verbs,time_words,fish (animal),adjective,2010-05-27,37,456,585,TRUE,59483
1810,item_20,Thai,Short Form of Words and Sentences,gestures_parent,pronouns,blanket,other,2010-05-17,23,645,358,FALSE,93482
1811,item_8,Spanish,Short Form of Words and Gestures,starting_to_talk,clothing,apple,adjective,2010-03-22,40,568,475,FALSE,80704
1812,item_2,English (American),Short Form of Words and Sentences,gestures_first,clothing,baby,other,2010-01-19,22,419,261,FALSE,26701
1813,item_10,Japanese,Words and Gestures,complexity,time_words,knife,verb,2010-07-12,31,249,109,TRUE,12400
1814,item_2,German,Words and Gestures,word_endings,descriptive_words,carrot,verb,2010-01-23,45,572,235,FALSE,82008
1815,item_18,Chinese,Words and Gestures,word_forms_verbs,animals,knife,adjective,2010-09-16,35,262,565,TRUE,62831
1816,item_4,Vietnamese,Words and Gestures,starting_to_talk,question_words,giraffe,verb,2010-09-05,42,224,617,TRUE,24748
1817,item_8,French,Short Form of Words and Sentences,word_forms_verbs,question_words,apple,other,2010-02-07,44,109,672,TRUE,75581
1818,item_6,Korean,Short Form of Words and Gestures,gestures_games,time_words,bread,adjective,2010-05-07,24,229,418,FALSE,28216
1819,item_19,Swedish,Words and Gestures,word_endings_nouns,furniture_rooms,spoon,other,2010-11-01,30,507,112,TRUE,41123
1820,item_14,Chinese,Short Form of Words and Gestures,phrases,quantifiers,mommy,adjective,2010-11-04,29,690,273,TRUE,16062
1821,item_5,Dutch,Short Form of Words and Gestures,starting_to_talk,helping_verbs,blanket,verb,2010-02-23,20,314,445,TRUE,85453
1822,item_1,Korean,Short Form of Words and Sentences,gestures_parent,body_parts,baby,adjective,2010-09-27,22,384,401,TRUE,65656
1823,item_3,Vietnamese,Short Form of Words and Gestures,phrases,locations,bottle,verb,2010-12-30,56,234,582,TRUE,64912
1824,item_19,Russian,Words and Gestures,complexity,quantifiers,frog,other,2010-09-29,29,577,433,TRUE,29150
1825,item_15,Korean,Words and Gestures,gestures_parent,games_routines,hat,noun,2010-02-06,41,404,692,FALSE,64559
1826,item_17,Russian,Words and Gestures,gestures_games,body_parts,bottle,verb,2010-11-27,53,102,170,TRUE,47684
1827,item_18,Italian,Words and Sentences,word_forms_nouns,connecting_words,tissue,other,2010-03-07,54,513,430,TRUE,97939
1828,item_8,English (American),Words and Sentences,gestures_first,time_words,daddy,noun,2010-08-21,30,648,528,FALSE,46341
1829,item_20,Portuguese,Words and Sentences,word_endings,body_parts,shoe,other,2010-03-14,42,670,487,TRUE,51905
1830,item_6,Portuguese,Short Form of Words and Gestures,gestures_adult,locations,dog,other,2010-01-26,34,718,388,TRUE,66293
1831,item_18,French,Short Form of Words and Gestures,gestures_first,descriptive_words,mommy,noun,2010-03-12,22,766,484,FALSE,20509
1832,item_2,Turkish,Short Form of Words and Gestures,word_forms_verbs,household,banana,noun,2010-04-10,42,160,435,FALSE,93197
1833,item_4,Arabic,Short Form of Words and Gestures,gestures_adult,furniture_rooms,bottle,other,2010-01-05,32,126,611,TRUE,64536
1834,item_14,Japanese,Short Form of Words and Gestures,starting_to_talk,sounds,spoon,other,2010-09-08,49,449,135,TRUE,23002
1835,item_16,Bengali,Short Form of Words and Sentences,word_forms_nouns,body_parts,toothbrush,adjective,2010-09-14,38,559,197,TRUE,66962
1836,item_15,Thai,Words and Sentences,combine,locations,daddy,verb,2010-11-14,18,606,418,TRUE,14064
1837,item_14,Chinese,Short Form of Words and Gestures,starting_to_talk,descriptive_words,cheese,adjective,2010-11-03,43,329,214,TRUE,19901
1838,item_2,Turkish,Short Form of Words and Sentences,gestures_games,food_drink,dog,other,2010-07-26,19,542,102,TRUE,16375
1839,item_7,French,Words and Sentences,combine,outside,shoe,other,2010-04-27,25,475,649,FALSE,94245
1840,item_11,Turkish,Words and Gestures,word_endings,action_words,banana,noun,2010-12-23,53,148,588,TRUE,48629
1841,item_4,Italian,Short Form of Words and Gestures,first_signs,outside,mommy,verb,2010-08-23,32,208,518,TRUE,65303
1842,item_6,Portuguese,Words and Sentences,gestures_games,sounds,ice cream,adjective,2010-06-26,31,693,212,TRUE,38561
1843,item_19,Hindi,Words and Sentences,combine,body_parts,banana,adjective,2010-04-26,26,334,419,FALSE,84823
1844,item_15,Bengali,Words and Gestures,word_forms_verbs,outside,crocodile,verb,2010-05-15,28,468,341,TRUE,93061
1845,item_12,French,Short Form of Words and Sentences,word_endings_verbs,quantifiers,bread,noun,2010-11-03,28,330,645,TRUE,70952
1846,item_16,Dutch,Short Form of Words and Gestures,gestures_adult,games_routines,blanket,noun,2010-06-16,56,528,439,TRUE,36011
1847,item_5,Thai,Short Form of Words and Sentences,first_signs,outside,blanket,verb,2010-10-10,22,336,431,TRUE,28388
1848,item_4,Russian,Short Form of Words and Gestures,gestures_adult,animals,pizza,other,2010-01-17,39,475,592,FALSE,22267
1849,item_14,Hindi,Words and Gestures,gestures_parent,food_drink,sandwich,noun,2010-03-13,40,395,370,TRUE,43544
1850,item_17,French,Words and Sentences,how_use_words,sounds,shoe,adjective,2010-12-09,41,178,442,FALSE,31139
1851,item_2,Chinese,Words and Sentences,gestures_adult,descriptive_words,elephant,noun,2010-11-18,28,445,658,FALSE,82078
1852,item_16,German,Short Form of Words and Gestures,word_endings_nouns,vehicles,tissue,other,2010-05-05,25,523,656,FALSE,27548
1853,item_12,Italian,Words and Gestures,how_use_words,animals,fish (animal),other,2010-11-15,18,652,653,TRUE,32013
1854,item_7,Korean,Short Form of Words and Gestures,gestures_parent,household,chocolate,adjective,2010-04-14,53,563,411,FALSE,65472
1855,item_4,Chinese,Short Form of Words and Sentences,starting_to_talk,places,sandwich,other,2010-12-12,36,439,380,TRUE,93427
1856,item_17,Japanese,Short Form of Words and Sentences,word_forms_verbs,quantifiers,frog,other,2010-11-05,55,369,450,FALSE,22724
1857,item_6,Swedish,Short Form of Words and Sentences,first_signs,helping_verbs,baby,other,2010-01-18,23,486,285,FALSE,73819
1858,item_11,Hindi,Short Form of Words and Gestures,word,vehicles,crocodile,noun,2010-10-19,45,376,246,TRUE,83892
1859,item_20,Korean,Short Form of Words and Gestures,gestures_parent,helping_verbs,blanket,noun,2010-11-06,56,593,578,FALSE,40130
1860,item_6,Chinese,Words and Gestures,gestures_objects,places,banana,noun,2010-04-02,35,502,665,FALSE,17112
1861,item_10,Italian,Short Form of Words and Gestures,first_signs,people,toothbrush,adjective,2010-02-18,48,403,446,TRUE,42821
1862,item_3,English (American),Words and Sentences,combine,household,cheese,noun,2010-11-16,42,750,522,TRUE,38492
1863,item_4,Italian,Short Form of Words and Sentences,gestures_objects,places,banana,verb,2010-10-07,57,568,354,FALSE,65882
1864,item_7,Japanese,Words and Gestures,how_use_words,places,daddy,other,2010-09-26,24,504,336,TRUE,19898
1865,item_8,Hindi,Short Form of Words and Sentences,word_endings_verbs,toys,spoon,other,2010-10-20,57,792,406,TRUE,48672
1866,item_4,English (American),Words and Sentences,starting_to_talk,toys,fish (animal),noun,2010-08-18,31,268,230,FALSE,63785
1867,item_15,Spanish,Short Form of Words and Sentences,first_signs,time_words,fish (animal),other,2010-06-04,47,315,547,FALSE,77335
1868,item_13,German,Short Form of Words and Sentences,word_forms_verbs,quantifiers,frog,verb,2010-02-22,25,736,526,FALSE,19262
1869,item_17,Portuguese,Words and Gestures,word_endings_nouns,people,sandwich,adjective,2010-01-11,40,290,575,FALSE,22339
1870,item_3,Dutch,Words and Sentences,word_endings_nouns,outside,dog,other,2010-06-27,51,232,686,TRUE,82383
1871,item_11,Russian,Short Form of Words and Sentences,combine,time_words,ice cream,adjective,2010-10-21,58,581,130,TRUE,79093
1872,item_16,Russian,Words and Sentences,word_forms_verbs,sounds,blanket,noun,2010-02-17,26,521,192,FALSE,57709
1873,item_10,Dutch,Words and Sentences,word_forms_verbs,household,juice,other,2010-10-31,45,560,565,TRUE,23017
1874,item_17,German,Short Form of Words and Sentences,word_endings_verbs,action_words,dog,adjective,2010-08-14,41,199,688,FALSE,50156
1875,item_13,Chinese,Words and Gestures,first_signs,outside,juice,adjective,2010-01-21,40,759,638,FALSE,72626
1876,item_9,Chinese,Words and Gestures,first_signs,food_drink,chocolate,other,2010-11-30,39,255,491,FALSE,62614
1877,item_18,Japanese,Words and Gestures,word,body_parts,shoe,adjective,2010-11-26,31,579,443,FALSE,58965
1878,item_11,Chinese,Words and Sentences,first_signs,household,tissue,noun,2010-07-31,60,490,419,TRUE,44802
1879,item_12,Turkish,Words and Sentences,gestures_games,body_parts,cat,other,2010-09-21,24,214,454,TRUE,44358
1880,item_8,German,Words and Sentences,how_use_words,helping_verbs,daddy,verb,2010-06-04,42,263,380,FALSE,88528
1881,item_19,Korean,Words and Sentences,word_forms_nouns,locations,bottle,other,2010-10-02,58,571,276,TRUE,41130
1882,item_4,Vietnamese,Short Form of Words and Sentences,first_signs,helping_verbs,pants,other,2010-07-04,26,205,109,FALSE,54236
1883,item_15,French,Words and Sentences,word_endings_nouns,outside,ice cream,other,2010-07-18,20,252,470,TRUE,79806
1884,item_17,Dutch,Words and Gestures,combine,descriptive_words,chocolate,adjective,2010-10-03,52,130,337,TRUE,11875
1885,item_6,Italian,Short Form of Words and Gestures,phrases,question_words,crocodile,noun,2010-03-02,44,668,689,TRUE,71668
1886,item_2,English (American),Words and Sentences,gestures_games,food_drink,elephant,verb,2010-11-30,28,589,250,FALSE,31843
1887,item_17,Russian,Short Form of Words and Gestures,word,furniture_rooms,bottle,other,2010-06-04,21,330,565,TRUE,25855
1888,item_9,English (American),Words and Sentences,phrases,food_drink,giraffe,verb,2010-11-02,34,615,478,TRUE,17321
1889,item_11,English (American),Short Form of Words and Gestures,word,connecting_words,fish (animal),other,2010-06-02,52,514,337,TRUE,23473
1890,item_13,Bengali,Words and Sentences,gestures_games,helping_verbs,crocodile,verb,2010-09-23,28,497,556,TRUE,23050
1891,item_18,Dutch,Short Form of Words and Sentences,gestures_games,connecting_words,spoon,other,2010-08-19,56,615,652,TRUE,91327
1892,item_9,Bengali,Short Form of Words and Gestures,word_endings_verbs,helping_verbs,giraffe,other,2010-08-08,26,498,421,FALSE,71229
1893,item_10,Spanish,Words and Gestures,word_endings_verbs,household,pants,other,2010-09-06,23,614,503,FALSE,35822
1894,item_15,Korean,Words and Gestures,starting_to_talk,places,giraffe,adjective,2010-01-09,37,621,287,TRUE,97489
1895,item_10,Russian,Short Form of Words and Gestures,first_signs,helping_verbs,daddy,verb,2010-07-20,30,447,627,FALSE,74819
1896,item_11,Japanese,Words and Sentences,word_forms_verbs,food_drink,pants,other,2010-09-04,20,328,409,FALSE,99914
